TOWN_ID,PUB_ACCESS,LEV_PROT,GIS_ACRES,SHAPE_AREA,PRIM_PURP,Town,NAME,Households,Median income,,,
325.0,"Y, X, L","P, L, N",2231.94980491,9032377.72523314,"B, C, R, W, H",WEST SPRINGFIELD,"West Springfield Town city, Hampden County, Massachusetts",12734,60023,,,
326.0,"Y, N, X, L","P, N, L",2588.78030655,10476419.1885863,"C, A, R, W",WEST STOCKBRIDGE,"West Stockbridge town, Berkshire County, Massachusetts",488,83571,,,
327.0,"X, Y, N, L","P, L, X",7165.16310961,28996382.46901830,"C, A, B, H, R, O",WEST TISBURY,"West Tisbury town, Dukes County, Massachusetts",982,117035,,,
328.0,"N, Y, X, L","P, L, N",3375.4026254,13659769.48448180,"A, B, R, W, C, H",WESTBOROUGH,"Westborough town, Worcester County, Massachusetts",7980,118185,,,
329.0,"Y, X, L, N","P, L, N, X",5006.54707079,20260738.075292200,"R, W, C, A, H, B",WESTFIELD,"Westfield city, Hampden County, Massachusetts",15292,73692,,,
330.0,"L, Y, N, X","N, P, L",4999.76271192,20233320.487343900,"R, C, H, A, W, B",WESTFORD,"Westford town, Middlesex County, Massachusetts",8515,161076,,,
331.0,"L, Y, N, X","N, P, L",4363.50433753,17658475.506948700,"R, C, A, H, W, B",WESTHAMPTON,"Westhampton town, Hampshire County, Massachusetts",645,91652,,,
332.0,"Y, X, L, N","P, L, N, X",6951.70238685,28132541.062217100,"C, W, B, H, X, R, A",WESTMINSTER,"Westminster town, Worcester County, Massachusetts",3122,107738,,,
333.0,"Y, X, N, L","P, L, T, N",3288.93844122,13309861.539602100,"C, B, R, W, H, A",WESTON,"Weston town, Middlesex County, Massachusetts",3731,220815,,,
334.0,"Y, X, N, L","P, N, L",7140.83437194,28897931.82819360,"C, A, R, H, W, B",WESTPORT,"Westport town, Bristol County, Massachusetts",6782,85019,,,
335.0,"Y, X, N, L","P, L, N",1397.64301687,5656060.189824540,"B, W, R, C, H, A, X",WESTWOOD,"Westwood town, Norfolk County, Massachusetts",5424,171071,,,
336.0,"X, Y, L, N","P, L, N",1651.58141389,6683720.25304575,"W, B, H, C, R, O",WEYMOUTH,"Weymouth Town city, Norfolk County, Massachusetts",24400,91592,,,
337.0,"X, N, Y, L","P, L, X",4265.34669335,17263026.36324970,"C, A, W, B, H, R",WHATELY,"Whately town, Franklin County, Massachusetts",681,88533,,,
338.0,"Y, X, L","P, L, N",447.51744663,1811038.85308416,"C, H, R, B",WHITMAN,"Whitman town, Plymouth County, Massachusetts",5684,94919,,,
339.0,"Y, X, L, N","P, N, X, L",2897.81267257,11727587.61913240,"C, R, H, A, B, W",WILBRAHAM,"Wilbraham town, Hampden County, Massachusetts",5365,123750,,,
340.0,"N, X, Y, L","P, L, N",4654.46377323,18835946.61359660,"W, C, H, A, B, R",WILLIAMSBURG,"Williamsburg town, Hampshire County, Massachusetts",1168,93438,,,
341.0,"L, Y, N, X","N, P, L",10909.49162316,44149228.22237850,"R, C, A, B, H",WILLIAMSTOWN,"Williamstown town, Berkshire County, Massachusetts",2360,95682,,,
342.0,"Y, L, N, X","L, P, N",1405.10650471,5686264.282762870,"H, C, W, R",WILMINGTON,"Wilmington town, Middlesex County, Massachusetts",7756,146250,,,
343.0,"Y, X, L, N","P, L, N",8473.28865225,34290209.552835700,"B, H, C, F, A, R, W",WINCHENDON,"Winchendon town, Worcester County, Massachusetts",3745,84120,,,
344.0,"Y, N, X, L","P, L, N",801.15663547,3242164.8402883300,"C, R, H, B, A, W, O",WINCHESTER,"Winchester town, Middlesex County, Massachusetts",8149,184844,,,
345.0,"Y, N","P, L",10870.39935275,43990937.39646770,"C, B, H, A",WINDSOR,"Windsor town, Berkshire County, Massachusetts",392,99063,,,
346.0,"Y, L, N","P, L",249.90971669,1011348.74211377,"C, H, R, W",WINTHROP,"Winthrop Town city, Suffolk County, Massachusetts",8242,86780,,,
347.0,"L, Y, N","P, L",880.47889134,3563171.65606327,"C, H, R, B",WOBURN,"Woburn city, Middlesex County, Massachusetts",16292,95184,,,
348.0,"Y, L, N, X","P, L, N",3103.55520497,12559656.951335300,"C, R, W, H, B",WORCESTER,"Worcester city, Worcester County, Massachusetts",78780,56746,,,
349.0,"N, X, Y, L","P, L, N",7780.86049114,31487993.77198450,"A, C, B, R",WORTHINGTON,"Worthington town, Hampshire County, Massachusetts",513,86023,,,
350.0,"Y, N, X, L","P, L, N",2804.0659871900000,11347672.190381100,"C, W, H, B, F, R, O",WRENTHAM,"Wrentham town, Norfolk County, Massachusetts",4480,147201,,,
351.0,"Y, L, N, X","P, L, N, T, X",4927.22727579,19939782.71884140,"C, R, W, H, B, O",YARMOUTH,"Yarmouth town, Barnstable County, Massachusetts",10704,72124,,,
